"path";"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"id";"created_time";"status_type";"type";"properties.0.text";"message";"link";"permalink_url";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"wow.summary.total_count";"haha.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"jairmessias.bolsonaro/211857482296579_1517023681779946";"373";"1";"1";"211857482296579_1517023681779946";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1517023681779946";"2019-07-12T20:23:38+0000";"added_video";"video";"00:34";"- Lembram-se dos caminhões atolados na BR 163? - Nossos parabéns ao Exército e ao Ministro (Capitão/IME) Tarcísio de Freitas.";"https://www.facebook.com/jairmessias.bolsonaro/videos/1517023638446617/";"https://www.facebook.com/211857482296579/posts/1517023681779946/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1517023681779946/211857482296579_1517023681779946";"979";"373";"2";"211857482296579_1517023681779946";"data";"fetched (200)";"2020-05-26 13:10:44.472544";"Facebook:/<post-id>";"211857482296579_1517023681779946";"";"";"";"";"";"";"";"5925";"51806";"104729";"92100";"10673";"1783";"142";"12";"19"
"jairmessias.bolsonaro/211857482296579_694064184390538";"374";"1";"1";"211857482296579_694064184390538";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_694064184390538";"2019-07-12T12:34:09+0000";"added_video";"video";"24:35";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/694064184390538/";"https://www.facebook.com/jairmessias.bolsonaro/videos/694064184390538/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_694064184390538/211857482296579_694064184390538";"980";"374";"2";"211857482296579_694064184390538";"data";"fetched (200)";"2020-05-26 13:10:44.832772";"Facebook:/<post-id>";"211857482296579_694064184390538";"";"";"";"";"";"";"";"46818";"6310";"57973";"40409";"7180";"426";"902";"756";"8300"
"jairmessias.bolsonaro/211857482296579_1516107135204934";"375";"1";"1";"211857482296579_1516107135204934";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1516107135204934";"2019-07-12T01:47:30+0000";"added_photos";"photo";"";"- Boa noite a todos!";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1516107098538271/?type=3";"https://www.facebook.com/211857482296579/posts/1516107135204934/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1516107135204934/211857482296579_1516107135204934";"981";"375";"2";"211857482296579_1516107135204934";"data";"fetched (200)";"2020-05-26 13:10:45.175276";"Facebook:/<post-id>";"211857482296579_1516107135204934";"";"";"";"";"";"";"";"16694";"6918";"239384";"201566";"35170";"826";"1649";"34";"139"
"jairmessias.bolsonaro/211857482296579_1516029268546054";"376";"1";"1";"211857482296579_1516029268546054";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1516029268546054";"2019-07-12T00:08:18+0000";"added_video";"video";"00:55";"- 19hs de quinta-feira, chegada ao Alvorada. - Uma agradável rotina. - Obrigado Brasil.";"https://www.facebook.com/jairmessias.bolsonaro/videos/2627062807317604/";"https://www.facebook.com/211857482296579/posts/1516029268546054/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1516029268546054/211857482296579_1516029268546054";"982";"376";"2";"211857482296579_1516029268546054";"data";"fetched (200)";"2020-05-26 13:10:45.541543";"Facebook:/<post-id>";"211857482296579_1516029268546054";"";"";"";"";"";"";"";"3029";"8511";"73489";"67612";"5182";"352";"199";"9";"135"
"jairmessias.bolsonaro/211857482296579_382878162361521";"377";"1";"1";"211857482296579_382878162361521";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_382878162361521";"2019-07-11T22:01:21+0000";"added_video";"video";"28:59";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/382878162361521/";"https://www.facebook.com/jairmessias.bolsonaro/videos/382878162361521/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_382878162361521/211857482296579_382878162361521";"983";"377";"2";"211857482296579_382878162361521";"data";"fetched (200)";"2020-05-26 13:10:45.875653";"Facebook:/<post-id>";"211857482296579_382878162361521";"";"";"";"";"";"";"";"27057";"12328";"66940";"52799";"12899";"372";"245";"81";"544"
"jairmessias.bolsonaro/211857482296579_1515399371942377";"378";"1";"1";"211857482296579_1515399371942377";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1515399371942377";"2019-07-11T11:05:25+0000";"mobile_status_update";"status";"";"- Na ONU o Governo Jair Bolsonaro apresentará suas prioridades no documento de candidatura à reeleição no Conselho de Direitos Humanos.  - As principais pautas estão ligadas ao fortalecimento das estruturas familiares e a exclusão das menções de gênero.";"";"https://www.facebook.com/211857482296579/posts/1515399371942377/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1515399371942377/211857482296579_1515399371942377";"984";"378";"2";"211857482296579_1515399371942377";"data";"fetched (200)";"2020-05-26 13:10:46.221843";"Facebook:/<post-id>";"211857482296579_1515399371942377";"";"";"";"";"";"";"";"1679";"2355";"45287";"40858";"3850";"161";"325";"14";"79"
"jairmessias.bolsonaro/211857482296579_1514973981984916";"379";"1";"1";"211857482296579_1514973981984916";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1514973981984916";"2019-07-10T23:49:54+0000";"mobile_status_update";"status";"";"- GRANDE DIA!";"";"https://www.facebook.com/211857482296579/posts/1514973981984916/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1514973981984916/211857482296579_1514973981984916";"985";"379";"2";"211857482296579_1514973981984916";"data";"fetched (200)";"2020-05-26 13:10:46.558140";"Facebook:/<post-id>";"211857482296579_1514973981984916";"";"";"";"";"";"";"";"6386";"3290";"109523";"90360";"14896";"255";"3665";"105";"242"
"jairmessias.bolsonaro/211857482296579_1514001338748847";"380";"1";"1";"211857482296579_1514001338748847";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1514001338748847";"2019-07-09T22:31:33+0000";"added_video";"video";"06:58";"- Programa Nacional de Incentivo ao Voluntariado. - ""Pai, por que ele, e não eu?""";"https://www.facebook.com/jairmessias.bolsonaro/videos/877129292644216/";"https://www.facebook.com/211857482296579/posts/1514001338748847/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1514001338748847/211857482296579_1514001338748847";"986";"380";"2";"211857482296579_1514001338748847";"data";"fetched (200)";"2020-05-26 13:10:46.881907";"Facebook:/<post-id>";"211857482296579_1514001338748847";"";"";"";"";"";"";"";"1406";"6020";"44573";"40829";"3350";"274";"41";"52";"27"
"jairmessias.bolsonaro/211857482296579_1513101642172150";"381";"1";"1";"211857482296579_1513101642172150";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1513101642172150";"2019-07-08T20:37:03+0000";"mobile_status_update";"status";"";"- O Ministério da Saúde anunciou na última semana a liberação de R$ 79 milhões para hospitais universitários, de maneira a intensificar os atendimentos e desenvolver as pesquisas. Serão contempladas, ao todo, instituições de 22 Estados e DF, sendo a maioria delas na região Nordeste.   - Além disso, visando aumentar a oferta de procedimentos e recursos, o Ministério também disponibilizará aos brasileiros por volta R$ 233 milhões pelo Saúde da Família. Serão 10 mil equipes de Atenção Básica credenciadas para auxiliar a população.";"";"https://www.facebook.com/211857482296579/posts/1513101642172150/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1513101642172150/211857482296579_1513101642172150";"987";"381";"2";"211857482296579_1513101642172150";"data";"fetched (200)";"2020-05-26 13:10:47.217271";"Facebook:/<post-id>";"211857482296579_1513101642172150";"";"";"";"";"";"";"";"2430";"10806";"67723";"61825";"5268";"571";"40";"5";"14"
"jairmessias.bolsonaro/211857482296579_2446425662086988";"382";"1";"1";"211857482296579_2446425662086988";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_2446425662086988";"2019-07-08T17:40:59+0000";"added_video";"video";"13:33";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/2446425662086988/";"https://www.facebook.com/jairmessias.bolsonaro/videos/2446425662086988/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_2446425662086988/211857482296579_2446425662086988";"988";"382";"2";"211857482296579_2446425662086988";"data";"fetched (200)";"2020-05-26 13:10:47.560837";"Facebook:/<post-id>";"211857482296579_2446425662086988";"";"";"";"";"";"";"";"19004";"12497";"69123";"55505";"12829";"262";"342";"40";"145"
"jairmessias.bolsonaro/211857482296579_1512227452259569";"383";"1";"1";"211857482296579_1512227452259569";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1512227452259569";"2019-07-08T01:01:41+0000";"added_photos";"photo";"";"- Boa noite a todos! 🇧🇷";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1512227405592907/?type=3";"https://www.facebook.com/211857482296579/posts/1512227452259569/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1512227452259569/211857482296579_1512227452259569";"989";"383";"2";"211857482296579_1512227452259569";"data";"fetched (200)";"2020-05-26 13:10:47.887156";"Facebook:/<post-id>";"211857482296579_1512227452259569";"";"";"";"";"";"";"";"14242";"19332";"369339";"314885";"47083";"974";"6181";"36";"180"
"jairmessias.bolsonaro/211857482296579_1512008718948109";"384";"1";"1";"211857482296579_1512008718948109";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1512008718948109";"2019-07-07T22:36:35+0000";"added_video";"video";"00:22";"PARABÉNS BRASIL! GRANDE DIA! 🇧🇷👍";"https://www.facebook.com/jairmessias.bolsonaro/videos/1238252856353599/";"https://www.facebook.com/211857482296579/posts/1512008718948109/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1512008718948109/211857482296579_1512008718948109";"990";"384";"2";"211857482296579_1512008718948109";"data";"fetched (200)";"2020-05-26 13:10:48.211534";"Facebook:/<post-id>";"211857482296579_1512008718948109";"";"";"";"";"";"";"";"18828";"133907";"296061";"237231";"51193";"1075";"6363";"46";"153"
"jairmessias.bolsonaro/211857482296579_1511902488958732";"385";"1";"1";"211857482296579_1511902488958732";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1511902488958732";"2019-07-07T21:11:07+0000";"added_photos";"photo";"";"- BRASIL 2 X 1 PERU. - Começa o segundo tempo. 🇧🇷🇧🇷🇧🇷";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1511902448958736/?type=3";"https://www.facebook.com/211857482296579/posts/1511902488958732/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1511902488958732/211857482296579_1511902488958732";"991";"385";"2";"211857482296579_1511902488958732";"data";"fetched (200)";"2020-05-26 13:10:49.488396";"Facebook:/<post-id>";"211857482296579_1511902488958732";"";"";"";"";"";"";"";"7650";"9740";"207125";"174535";"22256";"392";"9823";"17";"102"
"jairmessias.bolsonaro/211857482296579_1511001575715490";"386";"1";"1";"211857482296579_1511001575715490";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1511001575715490";"2019-07-06T21:45:59+0000";"added_video";"video";"00:26";"- Pescador conta estória, caçador mostra o peixe.  - Bom fim de semana a todos.";"https://www.facebook.com/jairmessias.bolsonaro/videos/328350261448922/";"https://www.facebook.com/211857482296579/posts/1511001575715490/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1511001575715490/211857482296579_1511001575715490";"992";"386";"2";"211857482296579_1511001575715490";"data";"fetched (200)";"2020-05-26 13:10:49.705003";"Facebook:/<post-id>";"211857482296579_1511001575715490";"";"";"";"";"";"";"";"3920";"3685";"71322";"55086";"4865";"265";"11029";"22";"55"
"jairmessias.bolsonaro/211857482296579_1510538375761810";"387";"1";"1";"211857482296579_1510538375761810";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1510538375761810";"2019-07-06T11:46:28+0000";"added_video";"video";"01:26";"- Um testemunho de quem trabalhou desde cedo transforma-se em escândalo para alguns.";"https://www.facebook.com/jairmessias.bolsonaro/videos/343611313232953/";"https://www.facebook.com/211857482296579/posts/1510538375761810/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1510538375761810/211857482296579_1510538375761810";"993";"387";"2";"211857482296579_1510538375761810";"data";"fetched (200)";"2020-05-26 13:10:50.026728";"Facebook:/<post-id>";"211857482296579_1510538375761810";"";"";"";"";"";"";"";"12825";"66758";"110038";"98739";"9966";"322";"880";"34";"97"
"jairmessias.bolsonaro/211857482296579_1509637959185185";"388";"1";"1";"211857482296579_1509637959185185";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1509637959185185";"2019-07-05T11:14:27+0000";"added_video";"video";"04:26";"- Alexandre Garcia fala diariamente para 300 rádios em todo o Brasil. - Sua imparcialidade de sempre orgulha o bom jornalismo.";"https://www.facebook.com/jairmessias.bolsonaro/videos/2291521727595471/";"https://www.facebook.com/211857482296579/posts/1509637959185185/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1509637959185185/211857482296579_1509637959185185";"994";"388";"2";"211857482296579_1509637959185185";"data";"fetched (200)";"2020-05-26 13:10:50.330771";"Facebook:/<post-id>";"211857482296579_1509637959185185";"";"";"";"";"";"";"";"1511";"8274";"55300";"50914";"3973";"249";"136";"6";"22"
"jairmessias.bolsonaro/211857482296579_677959329333072";"389";"1";"1";"211857482296579_677959329333072";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_677959329333072";"2019-07-04T22:00:20+0000";"added_video";"video";"37:11";"Live com assuntos da semana - 04/07/2019";"https://www.facebook.com/jairmessias.bolsonaro/videos/677959329333072/";"https://www.facebook.com/jairmessias.bolsonaro/videos/677959329333072/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_677959329333072/211857482296579_677959329333072";"995";"389";"2";"211857482296579_677959329333072";"data";"fetched (200)";"2020-05-26 13:10:50.745293";"Facebook:/<post-id>";"211857482296579_677959329333072";"";"";"";"";"";"";"";"34597";"13864";"72412";"58099";"13186";"290";"417";"76";"344"
"jairmessias.bolsonaro/211857482296579_1508768472605467";"390";"1";"1";"211857482296579_1508768472605467";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1508768472605467";"2019-07-04T13:39:44+0000";"added_photos";"photo";"";"- Após o nosso governo adotar um modelo que caminha para o livre mercado e competitividade, os efeitos positivos começam a surgir. Ganha o consumidor. A expectativa é que alcance também os voos domésticos. Grande dia! 👍";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1508767499272231/?type=3";"https://www.facebook.com/211857482296579/posts/1508768472605467/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1508768472605467/211857482296579_1508768472605467";"996";"390";"2";"211857482296579_1508768472605467";"data";"fetched (200)";"2020-05-26 13:10:50.952753";"Facebook:/<post-id>";"211857482296579_1508768472605467";"";"";"";"";"";"";"";"2050";"5669";"56451";"51270";"4360";"721";"80";"8";"12"
"jairmessias.bolsonaro/211857482296579_1508359909312990";"392";"1";"1";"211857482296579_1508359909312990";"data";"fetched (200)";"2020-05-26 13:08:11.347353";"Facebook:/<page-id>/posts";"211857482296579_1508359909312990";"2019-07-04T01:36:38+0000";"added_video";"video";"06:17";"- 04/julho/1776, independência dos Estados Unidos.  - Embaixada norte-americana. Palavras do Presidente.";"https://www.facebook.com/jairmessias.bolsonaro/videos/442519119663456/";"https://www.facebook.com/211857482296579/posts/1508359909312990/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1508359909312990/211857482296579_1508359909312990";"997";"392";"2";"211857482296579_1508359909312990";"data";"fetched (200)";"2020-05-26 13:10:51.282598";"Facebook:/<post-id>";"211857482296579_1508359909312990";"";"";"";"";"";"";"";"1671";"5276";"48698";"44296";"3936";"299";"116";"8";"43"
"jairmessias.bolsonaro/211857482296579_1507264242755890";"393";"1";"1";"211857482296579_1507264242755890";"data";"fetched (200)";"2020-05-26 13:08:11.347353";"Facebook:/<page-id>/posts";"211857482296579_1507264242755890";"2019-07-02T18:35:13+0000";"added_photos";"photo";"";"- Agora, reunião quinzenal de ministros. - Logo mais, às 21h30, estarei no Mineirão para assistir ao jogo: BRASIL x ARGENTINA.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1507264219422559/?type=3";"https://www.facebook.com/211857482296579/posts/1507264242755890/";"";"";"";"";"";"";"";"";""
